base	list_count	back_count	tot_list	tot_back	P_value	Bonf_corr	FDR	Term	Entry	URL_Term	Significant
GO:0008235	1	4	449	8474	0.19571657991217375	1.0	0.38751882823	metalloexopeptidase activity	B6H1I3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008235"" target=""_blank"" rel=""nofollow"">GO:0008235</a>"	F
GO:0015250	1	4	449	8474	0.19571657991217375	1.0	0.38751882823	water channel activity	B6H8Y5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015250"" target=""_blank"" rel=""nofollow"">GO:0015250</a>"	F
GO:0005525	8	109	449	8474	0.22012573700964283	1.0	0.4103802188	GTP binding	B6HTX4;B6H720;B6H0R1;B6HFH1;B6HKZ3;B6HIF1;B6H835;B6HGW3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005525"" target=""_blank"" rel=""nofollow"">GO:0005525</a>"	F
GO:0035091	2	17	449	8474	0.22663346331992756	1.0	0.4103802188	phosphatidylinositol binding	B6H8I5;B6HGH3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0035091"" target=""_blank"" rel=""nofollow"">GO:0035091</a>"	F
GO:0019829	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	ATPase-coupled monoatomic cation transmembrane transporter activity	B6HFP3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0019829"" target=""_blank"" rel=""nofollow"">GO:0019829</a>"	F
GO:0019887	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	protein kinase regulator activity	B6HRZ1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0019887"" target=""_blank"" rel=""nofollow"">GO:0019887</a>"	F
GO:0051011	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	microtubule minus-end binding	B6H438	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051011"" target=""_blank"" rel=""nofollow"">GO:0051011</a>"	F
GO:0030295	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	protein kinase activator activity	B6H209	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0030295"" target=""_blank"" rel=""nofollow"">GO:0030295</a>"	F
GO:0008143	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	poly(A) binding	B6H844	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008143"" target=""_blank"" rel=""nofollow"">GO:0008143</a>"	F
GO:0005384	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	manganese ion transmembrane transporter activity	B6HEH2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005384"" target=""_blank"" rel=""nofollow"">GO:0005384</a>"	F
GO:0005375	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	copper ion transmembrane transporter activity	B6HSG5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005375"" target=""_blank"" rel=""nofollow"">GO:0005375</a>"	F
GO:0005546	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	phosphatidylinositol-4,5-bisphosphate binding	B6H8P0	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005546"" target=""_blank"" rel=""nofollow"">GO:0005546</a>"	F
GO:0031490	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	chromatin DNA binding	B6HHA3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0031490"" target=""_blank"" rel=""nofollow"">GO:0031490</a>"	F
GO:0015204	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	urea transmembrane transporter activity	B6H8Y5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015204"" target=""_blank"" rel=""nofollow"">GO:0015204</a>"	F
GO:0004713	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	protein tyrosine kinase activity	B6H3P1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004713"" target=""_blank"" rel=""nofollow"">GO:0004713</a>"	F
GO:0043015	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	gamma-tubulin binding	B6H438	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0043015"" target=""_blank"" rel=""nofollow"">GO:0043015</a>"	F
GO:0016818	1	5	449	8474	0.2383521472815958	1.0	0.4103802188	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	B6H1J9	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016818"" target=""_blank"" rel=""nofollow"">GO:0016818</a>"	F
GO:0008289	2	18	449	8474	0.2466251777996874	1.0	0.42096366555	lipid binding	B6HM18;B6HDM7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008289"" target=""_blank"" rel=""nofollow"">GO:0008289</a>"	F
GO:0004806	2	19	449	8474	0.2666739113328275	1.0	0.44151203287	triglyceride lipase activity	B6HDU0;B6H8W5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004806"" target=""_blank"" rel=""nofollow"">GO:0004806</a>"	F
GO:0005262	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	calcium channel activity	B6GWY7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005262"" target=""_blank"" rel=""nofollow"">GO:0005262</a>"	F
GO:0008379	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	thioredoxin peroxidase activity	B6HF41	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008379"" target=""_blank"" rel=""nofollow"">GO:0008379</a>"	F
GO:0015123	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	acetate transmembrane transporter activity	B6HCM3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015123"" target=""_blank"" rel=""nofollow"">GO:0015123</a>"	F
GO:0008195	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	phosphatidate phosphatase activity	B6H9V4	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008195"" target=""_blank"" rel=""nofollow"">GO:0008195</a>"	F
GO:0009982	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	pseudouridine synthase activity	B6HGC6	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0009982"" target=""_blank"" rel=""nofollow"">GO:0009982</a>"	F
GO:0043682	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	P-type divalent copper transporter activity	B6GWG5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0043682"" target=""_blank"" rel=""nofollow"">GO:0043682</a>"	F
GO:0050897	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	cobalt ion binding	B6GYF5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0050897"" target=""_blank"" rel=""nofollow"">GO:0050897</a>"	F
GO:0016407	1	6	449	8474	0.2787323439840752	1.0	0.44151203287	acetyltransferase activity	B6H728	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016407"" target=""_blank"" rel=""nofollow"">GO:0016407</a>"	F
GO:0051879	1	7	449	8474	0.3169762241860153	1.0	0.48277917222	Hsp90 protein binding	B6HM17	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051879"" target=""_blank"" rel=""nofollow"">GO:0051879</a>"	F
GO:0015205	1	7	449	8474	0.3169762241860153	1.0	0.48277917222	nucleobase transmembrane transporter activity	B6H588	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015205"" target=""_blank"" rel=""nofollow"">GO:0015205</a>"	F
GO:0035615	1	7	449	8474	0.3169762241860153	1.0	0.48277917222	clathrin adaptor activity	B6HEL3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0035615"" target=""_blank"" rel=""nofollow"">GO:0035615</a>"	F
GO:0044877	1	7	449	8474	0.3169762241860153	1.0	0.48277917222	protein-containing complex binding	B6HR59	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0044877"" target=""_blank"" rel=""nofollow"">GO:0044877</a>"	F
GO:0000175	1	7	449	8474	0.3169762241860153	1.0	0.48277917222	3'-5'-RNA exonuclease activity	B6H4G3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000175"" target=""_blank"" rel=""nofollow"">GO:0000175</a>"	F
GO:0061608	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	nuclear import signal receptor activity	B6HDY7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0061608"" target=""_blank"" rel=""nofollow"">GO:0061608</a>"	F
GO:0003777	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	microtubule motor activity	B6HLJ3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003777"" target=""_blank"" rel=""nofollow"">GO:0003777</a>"	F
GO:0031593	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	polyubiquitin modification-dependent protein binding	B6HJ39	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0031593"" target=""_blank"" rel=""nofollow"">GO:0031593</a>"	F
GO:0005543	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	phospholipid binding	B6HW04	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005543"" target=""_blank"" rel=""nofollow"">GO:0005543</a>"	F
GO:0005385	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	zinc ion transmembrane transporter activity	B6GZL5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005385"" target=""_blank"" rel=""nofollow"">GO:0005385</a>"	F
GO:0005516	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	calmodulin binding	B6HI67	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005516"" target=""_blank"" rel=""nofollow"">GO:0005516</a>"	F
GO:0019003	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	GDP binding	B6HIF1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0019003"" target=""_blank"" rel=""nofollow"">GO:0019003</a>"	F
GO:0030544	1	8	449	8474	0.35319657086641165	1.0	0.50676029733	Hsp70 protein binding	B6GWX0	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0030544"" target=""_blank"" rel=""nofollow"">GO:0030544</a>"	F
GO:0000287	4	57	449	8474	0.35733251480699896	1.0	0.50900602829	magnesium ion binding	B6HDQ1;B6H219;B6HSJ4;B6HCB0	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000287"" target=""_blank"" rel=""nofollow"">GO:0000287</a>"	F
GO:0046872	29	511	449	8474	0.3765704130669878	1.0	0.53257815562	metal ion binding	B6H0Q2;B6H343;B6HL56;B6HTW2;B6HQ72;B6HIB6;B6HMK8;B6HFR3;B6H4B6;B6H1I3;B6H981;B6HUT8;B6HSF4;B6H3S2;B6HJ32;B6H276;B6HLH3;B6HIA0;B6HBI3;B6HI67;B6HW05;B6H6J7;B6HF18;B6HK33;B6HJG0;B6HBT9;B6HFP3;B6H4U6;B6H4D1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0046872"" target=""_blank"" rel=""nofollow"">GO:0046872</a>"	F
GO:0004805	1	9	449	8474	0.3875002254468668	1.0	0.53281280999	trehalose-phosphatase activity	B6HEX8	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004805"" target=""_blank"" rel=""nofollow"">GO:0004805</a>"	F
GO:0031369	1	9	449	8474	0.3875002254468668	1.0	0.53281280999	translation initiation factor binding	B6H3P2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0031369"" target=""_blank"" rel=""nofollow"">GO:0031369</a>"	F
GO:0030234	1	9	449	8474	0.3875002254468668	1.0	0.53281280999	enzyme regulator activity	B6H817	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0030234"" target=""_blank"" rel=""nofollow"">GO:0030234</a>"	F
GO:0017116	1	9	449	8474	0.3875002254468668	1.0	0.53281280999	single-stranded DNA helicase activity	B6H856	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0017116"" target=""_blank"" rel=""nofollow"">GO:0017116</a>"	F
GO:0004185	1	10	449	8474	0.41998840013993616	1.0	0.56187637316	serine-type carboxypeptidase activity	B6H7A4	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004185"" target=""_blank"" rel=""nofollow"">GO:0004185</a>"	F
GO:0031491	1	10	449	8474	0.41998840013993616	1.0	0.56187637316	nucleosome binding	B6H8T8	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0031491"" target=""_blank"" rel=""nofollow"">GO:0031491</a>"	F
GO:0032266	1	10	449	8474	0.41998840013993616	1.0	0.56187637316	phosphatidylinositol-3-phosphate binding	A7KAM8	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0032266"" target=""_blank"" rel=""nofollow"">GO:0032266</a>"	F
GO:0008320	1	10	449	8474	0.41998840013993616	1.0	0.56187637316	protein transmembrane transporter activity	B6H9Y5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008320"" target=""_blank"" rel=""nofollow"">GO:0008320</a>"	F
GO:0051082	3	46	449	8474	0.4433693571844925	1.0	0.5891753874	unfolded protein binding	B6H9L7;B6HU85;B6HGW6	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051082"" target=""_blank"" rel=""nofollow"">GO:0051082</a>"	F
GO:0016298	1	11	449	8474	0.4507569739037889	1.0	0.59499920555	lipase activity	B6HQF9	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016298"" target=""_blank"" rel=""nofollow"">GO:0016298</a>"	F
GO:0003735	8	141	449	8474	0.47350554769824404	1.0	0.613029426	structural constituent of ribosome	B6HIA3;B6H747;B6HQS8;B6H349;B6H209;B6HCV7;B6HNB2;B6HCX3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003735"" target=""_blank"" rel=""nofollow"">GO:0003735</a>"	F
GO:0016301	1	12	449	8474	0.47989677287793797	1.0	0.613029426	kinase activity	B6HDQ1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016301"" target=""_blank"" rel=""nofollow"">GO:0016301</a>"	F
GO:0016746	1	12	449	8474	0.47989677287793797	1.0	0.613029426	acyltransferase activity	B6HDD0	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016746"" target=""_blank"" rel=""nofollow"">GO:0016746</a>"	F
GO:0042802	1	12	449	8474	0.47989677287793797	1.0	0.613029426	identical protein binding	B6HV85	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0042802"" target=""_blank"" rel=""nofollow"">GO:0042802</a>"	F
GO:0060090	1	12	449	8474	0.47989677287793797	1.0	0.613029426	molecular adaptor activity	B6HKZ3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0060090"" target=""_blank"" rel=""nofollow"">GO:0060090</a>"	F
GO:0003724	2	31	449	8474	0.49461709588646613	1.0	0.62778323709	RNA helicase activity	B6GYA7;B6HM77	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003724"" target=""_blank"" rel=""nofollow"">GO:0003724</a>"	F
GO:0031625	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	ubiquitin protein ligase binding	B6HMA3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0031625"" target=""_blank"" rel=""nofollow"">GO:0031625</a>"	F
GO:0000293	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	ferric-chelate reductase activity	B6H388	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000293"" target=""_blank"" rel=""nofollow"">GO:0000293</a>"	F
GO:0008374	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	O-acyltransferase activity	B6H728	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008374"" target=""_blank"" rel=""nofollow"">GO:0008374</a>"	F
GO:0000149	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	SNARE binding	B6H8I5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000149"" target=""_blank"" rel=""nofollow"">GO:0000149</a>"	F
GO:0043022	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	ribosome binding	B6GWX0	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0043022"" target=""_blank"" rel=""nofollow"">GO:0043022</a>"	F
GO:0004521	1	14	449	8474	0.5336296672764809	1.0	0.65221403778	RNA endonuclease activity	B6HU85	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004521"" target=""_blank"" rel=""nofollow"">GO:0004521</a>"	F
GO:0004672	2	35	449	8474	0.5604314768760821	1.0	0.68076952406	protein kinase activity	B6HH19;B6H4M3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004672"" target=""_blank"" rel=""nofollow"">GO:0004672</a>"	F
GO:0005351	5	97	449	8474	0.5900474440352347	1.0	0.70916291544	carbohydrate:proton symporter activity	B6HBN0;B6H9Z0;B6GYU6;B6H6F6;B6HF13	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005351"" target=""_blank"" rel=""nofollow"">GO:0005351</a>"	F
GO:0003712	2	37	449	8474	0.5909690962011842	1.0	0.70916291544	transcription coregulator activity	B6HQ72;B6HJ36	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003712"" target=""_blank"" rel=""nofollow"">GO:0003712</a>"	F
GO:0000166	2	38	449	8474	0.6056355033659633	1.0	0.72238451606	nucleotide binding	B6HL56;B6HKP1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000166"" target=""_blank"" rel=""nofollow"">GO:0000166</a>"	F
GO:0051287	2	39	449	8474	0.6199001645348641	1.0	0.73497145256	NAD binding	B6HTR5;B6HI59	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051287"" target=""_blank"" rel=""nofollow"">GO:0051287</a>"	F
GO:0030674	1	18	449	8474	0.6250450232335665	1.0	0.73666020595	protein-macromolecule adaptor activity	B6HMA3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0030674"" target=""_blank"" rel=""nofollow"">GO:0030674</a>"	F
GO:0019843	1	19	449	8474	0.6449545294507375	1.0	0.7511823343	rRNA binding	B6HIA3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0019843"" target=""_blank"" rel=""nofollow"">GO:0019843</a>"	F
GO:0003755	1	19	449	8474	0.6449545294507375	1.0	0.7511823343	peptidyl-prolyl cis-trans isomerase activity	B6HC11	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003755"" target=""_blank"" rel=""nofollow"">GO:0003755</a>"	F
GO:0030170	3	67	449	8474	0.6970353268248619	1.0	0.8041719609	pyridoxal phosphate binding	B6GYF5;B6H4Z0;B6HVI2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0030170"" target=""_blank"" rel=""nofollow"">GO:0030170</a>"	F
GO:0004252	1	22	449	8474	0.6985736225979402	1.0	0.8041719609	serine-type endopeptidase activity	B6HC89	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004252"" target=""_blank"" rel=""nofollow"">GO:0004252</a>"	F
GO:0061630	2	46	449	8474	0.7087250821421558	1.0	0.81114200153	ubiquitin protein ligase activity	B6H843;B6HT56	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0061630"" target=""_blank"" rel=""nofollow"">GO:0061630</a>"	F
GO:0015179	1	23	449	8474	0.7145864531060353	1.0	0.81315010181	L-amino acid transmembrane transporter activity	B6HLQ9	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015179"" target=""_blank"" rel=""nofollow"">GO:0015179</a>"	F
GO:0005509	2	48	449	8474	0.7306987617153831	1.0	0.82673345611	calcium ion binding	B6HSY0;B6GWY7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005509"" target=""_blank"" rel=""nofollow"">GO:0005509</a>"	F
GO:0015171	1	25	449	8474	0.7441104270823355	1.0	0.83239471504	amino acid transmembrane transporter activity	B6H7G2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0015171"" target=""_blank"" rel=""nofollow"">GO:0015171</a>"	F
GO:0140658	1	25	449	8474	0.7441104270823355	1.0	0.83239471504	ATP-dependent chromatin remodeler activity	B6H992	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0140658"" target=""_blank"" rel=""nofollow"">GO:0140658</a>"	F
GO:0051537	1	26	449	8474	0.7577090089546779	1.0	0.84284485266	2 iron, 2 sulfur cluster binding	B6H4U6	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051537"" target=""_blank"" rel=""nofollow"">GO:0051537</a>"	F
GO:0004386	1	29	449	8474	0.7943285629799413	1.0	0.87864276799	helicase activity	B6H992	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004386"" target=""_blank"" rel=""nofollow"">GO:0004386</a>"	F
GO:0004312	1	30	449	8474	0.8052636103719311	1.0	0.88089610416	fatty acid synthase activity	B6H5P7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0004312"" target=""_blank"" rel=""nofollow"">GO:0004312</a>"	F
GO:0051539	1	30	449	8474	0.8052636103719311	1.0	0.88089610416	4 iron, 4 sulfur cluster binding	B6H6J7	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0051539"" target=""_blank"" rel=""nofollow"">GO:0051539</a>"	F
GO:0001228	1	32	449	8474	0.825423930183038	1.0	0.8979886713	DNA-binding transcription activator activity, RNA polymerase II-specific	B6H0N5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0001228"" target=""_blank"" rel=""nofollow"">GO:0001228</a>"	F
GO:0003697	1	35	449	8474	0.8518268763914457	1.0	0.92164875151	single-stranded DNA binding	B6H856	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003697"" target=""_blank"" rel=""nofollow"">GO:0003697</a>"	F
GO:0000978	4	114	449	8474	0.861279560759225	1.0	0.92681170125	RNA polymerase II cis-regulatory region sequence-specific DNA binding	B6HJY4;B6GXG1;B6HIV5;B6HHA3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000978"" target=""_blank"" rel=""nofollow"">GO:0000978</a>"	F
GO:0010181	1	39	449	8474	0.8809374309415026	1.0	0.9428411423	FMN binding	B6HIH2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0010181"" target=""_blank"" rel=""nofollow"">GO:0010181</a>"	F
GO:0005507	1	40	449	8474	0.8872752013640635	1.0	0.94451876274	copper ion binding	B6GWG5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0005507"" target=""_blank"" rel=""nofollow"">GO:0005507</a>"	F
GO:0050661	1	43	449	8474	0.9043390363779285	1.0	0.95753545028	NADP binding	B6HI59	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0050661"" target=""_blank"" rel=""nofollow"">GO:0050661</a>"	F
GO:0003676	3	104	449	8474	0.9192987524241534	1.0	0.96819762223	nucleic acid binding	B6GWU8;B6GYA7;B6HAA4	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003676"" target=""_blank"" rel=""nofollow"">GO:0003676</a>"	F
GO:0020037	4	152	449	8474	0.9640031976287252	1.0	0.99999932809	heme binding	B6HCY7;B6H132;B6HKB0;B6H4U6	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0020037"" target=""_blank"" rel=""nofollow"">GO:0020037</a>"	F
GO:0000976	2	96	449	8474	0.9664539992058793	1.0	0.99999932809	transcription cis-regulatory region binding	B6HEI3;B6GW27	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000976"" target=""_blank"" rel=""nofollow"">GO:0000976</a>"	F
GO:0071949	2	101	449	8474	0.9733969573652104	1.0	0.99999932809	FAD binding	B6HK87;B6H132	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0071949"" target=""_blank"" rel=""nofollow"">GO:0071949</a>"	F
GO:0022857	8	300	449	8474	0.9916941917509037	1.0	0.99999932809	transmembrane transporter activity	B6HNT0;B6HI78;B6HIC2;B6H6W9;B6HK01;B6H5L1;B6GW24;B6HJC8	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0022857"" target=""_blank"" rel=""nofollow"">GO:0022857</a>"	F
GO:0016787	4	192	449	8474	0.9926168476728996	1.0	0.99999932809	hydrolase activity	B6HVA2;B6GYA7;B6HKB4;B6H033	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016787"" target=""_blank"" rel=""nofollow"">GO:0016787</a>"	F
GO:0003677	12	428	449	8474	0.9962875447014973	1.0	0.99999932809	DNA binding	B6H0N5;B6HWS3;B6GZH8;B6H728;B6HWN6;B6H992;B6H237;B6HLK0;B6HEC7;B6HW05;B6HB95;B6HKB3	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0003677"" target=""_blank"" rel=""nofollow"">GO:0003677</a>"	F
GO:0050660	1	105	449	8474	0.9968256768348867	1.0	0.99999932809	flavin adenine dinucleotide binding	B6HPZ1	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0050660"" target=""_blank"" rel=""nofollow"">GO:0050660</a>"	F
GO:0008270	15	571	449	8474	0.9995590352288753	1.0	0.99999932809	zinc ion binding	B6HWS3;B6GYF5;B6GZH8;B6GWU8;B6H728;B6HT56;B6HWN6;B6HJY4;B6HEI3;B6H237;B6HD85;B6GXG1;B6HIV5;B6HAA4;B6GYM5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0008270"" target=""_blank"" rel=""nofollow"">GO:0008270</a>"	F
GO:0000981	9	420	449	8474	0.9997087440567881	1.0	0.99999932809	DNA-binding transcription factor activity, RNA polymerase II-specific	B6HWS3;B6GZH8;B6H728;B6HWN6;B6HJY4;B6HEI3;B6H237;B6GXG1;B6HIV5	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0000981"" target=""_blank"" rel=""nofollow"">GO:0000981</a>"	F
GO:0016491	1	257	449	8474	0.9999993280914752	1.0	0.99999932809	oxidoreductase activity	B6HUQ2	"<a href=""https://www.ebi.ac.uk/QuickGO/term/GO:0016491"" target=""_blank"" rel=""nofollow"">GO:0016491</a>"	F
